t,sim,$x$,$y$,$z$,V,control_input,state,status
7.4,2,1.8253079652786255,-3.296163320541382,-7.091793060302734,0.045147720724344254,"[ 9.9624366e-01  5.7415390e-01  1.6478308e+00 -9.0792943e-03
 -6.4471256e-05 -9.1542691e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.4,3,1.4815791845321655,-2.9368581771850586,-8.894216537475586,0.04834911227226257,"[ 8.7591678e-01  1.4854577e+00  1.8532853e-01 -3.9720085e-02
  3.6577703e-04  5.1267587e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.41,0,-0.22233335673809052,-5.138489246368408,-9.487727165222168,0.05197865515947342,"[-9.2398322e-01 -2.2485906e-01  1.3802745e+00  1.0151682e-01
 -4.4327567e-04 -5.3754300e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.41,1,0.7164803147315979,-4.151626110076904,-9.741509437561035,0.05187275633215904,"[ 4.5319837e-01  6.2177789e-01  1.0198294e-02 -5.7698386e-03
  4.5784289e-04  5.6509231e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.41,2,1.8210842609405518,-3.2995834350585938,-7.099282264709473,0.04516173154115677,"[ 9.9369079e-01  5.7333356e-01  1.6459932e+00 -9.2000598e-03
 -6.4895641e-05 -9.1412939e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.41,3,1.4779894351959229,-2.9424004554748535,-8.89608383178711,0.04835835471749306,"[ 8.7386394e-01  1.4812745e+00  1.8554933e-01 -3.9827857e-02
  3.6288548e-04  5.0634790e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.42,0,-0.2208433449268341,-5.137897491455078,-9.490472793579102,0.0519852451980114,"[-9.1903287e-01 -2.2421098e-01  1.3732638e+00  9.9915147e-02
 -4.5076781e-04 -5.2469063e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.42,1,0.7146739959716797,-4.15394926071167,-9.741827011108398,0.05187663435935974,"[ 4.5198816e-01  6.2001961e-01  1.0255226e-02 -5.8309617e-03
  4.5089866e-04  5.7041836e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.42,2,1.816870927810669,-3.302997589111328,-7.106754302978516,0.045175738632678986,"[ 9.9114156e-01  5.7252282e-01  1.6441039e+00 -9.3388511e-03
 -6.5340093e-05 -9.1248669e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.42,3,1.4744088649749756,-2.947927236557007,-8.89794921875,0.04836758226156235,"[ 8.7180769e-01  1.4771140e+00  1.8575284e-01 -3.9905585e-02
  3.5998315e-04  4.9994208e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.43,0,-0.21936297416687012,-5.137308120727539,-9.493204116821289,0.05199181288480759,"[-9.1404259e-01 -2.2355352e-01  1.3662773e+00  9.8351263e-02
 -4.5762534e-04 -5.1205939e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.43,1,0.7128724455833435,-4.156266212463379,-9.742144584655762,0.05188050866127014,"[ 4.5078370e-01  6.1828268e-01  1.0322692e-02 -5.9336480e-03
  4.4415233e-04  5.7263295e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.43,2,1.812667965888977,-3.306405782699585,-7.114209175109863,0.04518972709774971,"[ 9.8860055e-01  5.7171130e-01  1.6422200e+00 -9.4692772e-03
 -6.5785040e-05 -9.1088027e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.43,3,1.4708373546600342,-2.9534387588500977,-8.899812698364258,0.048376791179180145,"[ 8.6975706e-01  1.4729694e+00  1.8595400e-01 -3.9980546e-02
  3.5717594e-04  4.9365826e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.44,0,-0.21789219975471497,-5.136721134185791,-9.49592113494873,0.05199836567044258,"[-9.0901613e-01 -2.2289273e-01  1.3593606e+00  9.6828796e-02
 -4.6398939e-04 -4.9960506e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.44,1,0.7110756039619446,-4.158576488494873,-9.742461204528809,0.05188436806201935,"[ 4.4958621e-01  6.1655819e-01  1.0346156e-02 -5.8623105e-03
  4.3752359e-04  5.7420190e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.44,2,1.808475375175476,-3.3098080158233643,-7.121646881103516,0.045203711837530136,"[ 9.8606312e-01  5.7090479e-01  1.6403258e+00 -9.6042193e-03
 -6.6202054e-05 -9.0925418e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.44,3,1.4672750234603882,-2.958934783935547,-8.901674270629883,0.04838598519563675,"[ 8.6769712e-01  1.4688156e+00  1.8616645e-01 -4.0081933e-02
  3.5429964e-04  4.8747644e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.45,0,-0.21643096208572388,-5.136136054992676,-9.498623847961426,0.05200489982962608,"[-9.0396082e-01 -2.2225285e-01  1.3524406e+00  9.5390573e-02
 -4.6985500e-04 -4.8739597e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.45,1,0.7092834711074829,-4.1608805656433105,-9.742777824401855,0.05188823491334915,"[ 4.4838816e-01  6.1482596e-01  1.0385595e-02 -5.8559473e-03
  4.3113448e-04  5.7742852e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.45,2,1.804293155670166,-3.313204288482666,-7.129067420959473,0.04521768167614937,"[ 9.8352581e-01  5.7009071e-01  1.6384097e+00 -9.7294264e-03
 -6.6606997e-05 -9.0754010e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.45,3,1.463721752166748,-2.9644153118133545,-8.903533935546875,0.04839516431093216,"[ 8.6564177e-01  1.4646913e+00  1.8638450e-01 -4.0194143e-02
  3.5145445e-04  4.8126098e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.46,0,-0.21497921645641327,-5.135553359985352,-9.501312255859375,0.052011411637067795,"[-8.9887416e-01 -2.2160731e-01  1.3455151e+00  9.3993515e-02
 -4.7515897e-04 -4.7542772e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.46,1,0.7074960470199585,-4.163177967071533,-9.743094444274902,0.05189209431409836,"[ 4.4718900e-01  6.1309230e-01  1.0431580e-02 -5.8763269e-03
  4.2477268e-04  5.8066980e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.46,2,1.8001211881637573,-3.3165946006774902,-7.136470794677734,0.0452316477894783,"[ 9.8100019e-01  5.6928277e-01  1.6365083e+00 -9.8528657e-03
 -6.7126537e-05 -9.0589978e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.46,3,1.4601775407791138,-2.9698805809020996,-8.905391693115234,0.04840432479977608,"[ 8.6358184e-01  1.4605623e+00  1.8658191e-01 -4.0271718e-02
  3.4864858e-04  4.7519937e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.47,0,-0.21353690326213837,-5.134973049163818,-9.503986358642578,0.05201789736747742,"[-8.937642e-01 -2.209570e-01  1.338655e+00  9.263001e-02 -4.799920e-04
 -4.636394e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.47,1,0.7057132720947266,-4.165469169616699,-9.74341106414795,0.05189593881368637,"[ 4.4600195e-01  6.1138707e-01  1.0480682e-02 -5.9103100e-03
  4.1865144e-04  5.8124713e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.47,2,1.79595947265625,-3.319978952407837,-7.143857002258301,0.04524560645222664,"[ 9.7847360e-01  5.6847292e-01  1.6345668e+00 -9.9789780e-03
 -6.7492998e-05 -9.0405457e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.47,3,1.4566422700881958,-2.9753305912017822,-8.907247543334961,0.0484134778380394,"[ 8.6152631e-01  1.4564562e+00  1.8680316e-01 -4.0395327e-02
  3.4582906e-04  4.6914622e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.48,0,-0.2121039777994156,-5.134395122528076,-9.506646156311035,0.05202434957027435,"[-8.8863069e-01 -2.2029932e-01  1.3317436e+00  9.1305718e-02
 -4.8433823e-04 -4.5213452e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.48,1,0.7039351463317871,-4.16775369644165,-9.743727684020996,0.051899783313274384,"[ 4.4481260e-01  6.0966551e-01  1.0535753e-02 -5.9679095e-03
  4.1260250e-04  5.8496678e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.48,2,1.791808009147644,-3.323357343673706,-7.15122652053833,0.04525955766439438,"[ 9.7595173e-01  5.6766587e-01  1.6326447e+00 -1.0100490e-02
 -6.7958899e-05 -9.0241455e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.48,3,1.4531160593032837,-2.9807653427124023,-8.909101486206055,0.04842260852456093,"[ 8.5947645e-01  1.4523451e+00  1.8700947e-01 -4.0493250e-02
  3.4301102e-04  4.6341076e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.49,0,-0.21068038046360016,-5.133819580078125,-9.509292602539062,0.0520307831466198,"[-8.8348216e-01 -2.1963172e-01  1.3250048e+00  8.9992948e-02
 -4.8825337e-04 -4.4070786e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.49,1,0.7021617293357849,-4.170032024383545,-9.744044303894043,0.051903609186410904,"[ 4.4362390e-01  6.0795975e-01  1.0592509e-02 -6.0321875e-03
  4.0666756e-04  5.8525200e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.49,2,1.7876667976379395,-3.3267297744750977,-7.158578872680664,0.04527348652482033,"[ 9.7343463e-01  5.6685346e-01  1.6306731e+00 -1.0219273e-02
 -6.8417576e-05 -9.0040118e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.49,3,1.4495989084243774,-2.98618483543396,-8.910953521728516,0.048431720584630966,"[ 8.5754079e-01  1.4458152e+00  1.8767476e-01 -4.1624043e-02
  3.4035803e-04  4.8233520e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.5,0,-0.2092660665512085,-5.133246421813965,-9.511924743652344,0.052037183195352554,"[-8.7831771e-01 -2.1896446e-01  1.3181965e+00  8.8730767e-02
 -4.9175759e-04 -4.2958128e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.5,1,0.7003929018974304,-4.172304153442383,-9.74436092376709,0.051907431334257126,"[ 4.4243866e-01  6.0625422e-01  1.0643241e-02 -6.0721356e-03
  4.0083268e-04  5.8661345e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.5,2,1.7835357189178467,-3.3300962448120117,-7.165914058685303,0.04528742656111717,"[ 9.7092110e-01  5.6605065e-01  1.6287347e+00 -1.0341229e-02
 -6.8921319e-05 -8.9874417e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.5,3,1.4460906982421875,-2.991589307785034,-8.912803649902344,0.0484408438205719,"[ 8.5565174e-01  1.4384161e+00  1.8845960e-01 -4.3028180e-02
  3.3784655e-04  5.1003929e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.51,0,-0.20786097645759583,-5.132675647735596,-9.514543533325195,0.05204356089234352,"[-8.7313682e-01 -2.1829017e-01  1.3115356e+00  8.7485850e-02
 -4.9474288e-04 -4.1854191e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.51,1,0.6986287236213684,-4.174569606781006,-9.744677543640137,0.051911260932683945,"[ 4.41262066e-01  6.04545116e-01  1.07067935e-02 -6.16391515e-03
  3.95159383e-04  5.91776706e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.51,2,1.7794147729873657,-3.3334567546844482,-7.173232078552246,0.045301347970962524,"[ 9.6841913e-01  5.6523681e-01  1.6267562e+00 -1.0447887e-02
 -6.9346359e-05 -8.9667007e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.51,3,1.4425914287567139,-2.996978521347046,-8.914651870727539,0.04844999685883522,"[ 8.5374761e-01  1.4313658e+00  1.8912186e-01 -4.4159845e-02
  3.3530852e-04  5.3392719e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.5200000000000005,0,-0.20646505057811737,-5.132106781005859,-9.5171480178833,0.0520499050617218,"[-8.6795330e-01 -2.1763678e-01  1.3047822e+00  8.6323000e-02
 -4.9732736e-04 -4.0783003e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.5200000000000005,1,0.6968691945075989,-4.176828861236572,-9.744994163513184,0.05191507935523987,"[ 4.4009179e-01  6.0285109e-01  1.0771455e-02 -6.2597659e-03
  3.8961161e-04  5.9538498e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.5200000000000005,2,1.7753039598464966,-3.3368113040924072,-7.180533409118652,0.04531525447964668,"[ 9.6591848e-01  5.6443256e-01  1.6247787e+00 -1.0564906e-02
 -6.9801747e-05 -8.9472830e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.5200000000000005,3,1.4391010999679565,-3.002352714538574,-8.916498184204102,0.04845917969942093,"[ 8.5182750e-01  1.4246722e+00  1.8967983e-01 -4.5056600e-02
  3.3273714e-04  5.5391882e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.53,0,-0.20507824420928955,-5.131540298461914,-9.519739151000977,0.05205622315406799,"[-8.6276019e-01 -2.1697259e-01  1.2981603e+00  8.5168965e-02
 -4.9953192e-04 -3.9721864e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.53,1,0.695114254951477,-4.179081916809082,-9.745309829711914,0.0519188828766346,"[ 4.3891352e-01  6.0116029e-01  1.0799538e-02 -6.2067374e-03
  3.8418151e-04  5.9561105e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.53,2,1.7712032794952393,-3.3401601314544678,-7.187817573547363,0.04532916471362114,"[ 9.6342033e-01  5.6362408e-01  1.6227428e+00 -1.0683789e-02
 -7.0214985e-05 -8.9238018e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.53,3,1.4356197118759155,-3.0077121257781982,-8.918342590332031,0.04846837744116783,"[ 8.4988892e-01  1.4182789e+00  1.9016558e-01 -4.5787048e-02
  3.3017329e-04  5.7053953e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.54,0,-0.2037004977464676,-5.13097620010376,-9.522316932678223,0.0520625002682209,"[-8.5756290e-01 -2.1630420e-01  1.2915510e+00  8.4044196e-02
 -5.0140079e-04 -3.8682500e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.54,1,0.6933639049530029,-4.181328773498535,-9.745625495910645,0.05192267894744873,"[ 4.3774846e-01  5.9948176e-01  1.0835029e-02 -6.1860364e-03
  3.7884965e-04  5.9733642e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.54,2,1.7671127319335938,-3.343502998352051,-7.195084571838379,0.045343052595853806,"[ 9.6092576e-01  5.6281954e-01  1.6207490e+00 -1.0796144e-02
 -7.0644943e-05 -8.9045510e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.54,3,1.4321471452713013,-3.013056516647339,-8.920185089111328,0.048477575182914734,"[ 8.4794682e-01  1.4121619e+00  1.9057797e-01 -4.6350755e-02
  3.2760180e-04  5.8430098e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.55,0,-0.2023317515850067,-5.1304144859313965,-9.524880409240723,0.05206875130534172,"[-8.5236490e-01 -2.1562675e-01  1.2849109e+00  8.2943179e-02
 -5.0281361e-04 -3.7669134e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.55,1,0.6916181445121765,-4.183568954467773,-9.745941162109375,0.05192647874355316,"[ 4.3657887e-01  5.9779620e-01  1.0886776e-02 -6.2323096e-03
  3.7365282e-04  5.9931632e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.55,2,1.7630321979522705,-3.3468399047851562,-7.202334880828857,0.045356955379247665,"[ 9.5843476e-01  5.6201994e-01  1.6187108e+00 -1.0920369e-02
 -7.1103896e-05 -8.8824004e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.55,3,1.4286835193634033,-3.018386125564575,-8.922025680541992,0.048486802726984024,"[ 8.4598285e-01  1.4062811e+00  1.9094563e-01 -4.6810616e-02
  3.2503306e-04  5.9530068e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.5600000000000005,0,-0.20097196102142334,-5.129854679107666,-9.527430534362793,0.05207496136426926,"[-8.4716928e-01 -2.1497281e-01  1.2783403e+00  8.1909806e-02
 -5.0388201e-04 -3.6671293e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.5600000000000005,1,0.689876914024353,-4.185802936553955,-9.746256828308105,0.0519302561879158,"[ 4.3541846e-01  5.9612173e-01  1.0934211e-02 -6.2614041e-03
  3.6850505e-04  6.0175038e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.5600000000000005,2,1.7589616775512695,-3.3501710891723633,-7.209568023681641,0.04537082836031914,"[ 9.5595300e-01  5.6122190e-01  1.6166871e+00 -1.1037563e-02
 -7.1501636e-05 -8.8613197e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.5600000000000005,3,1.4252287149429321,-3.0237009525299072,-8.923863410949707,0.04849603399634361,"[ 8.4401530e-01  1.4006352e+00  1.9122058e-01 -4.7073022e-02
  3.2255787e-04  6.0392562e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.57,0,-0.1996210664510727,-5.129297256469727,-9.529967308044434,0.052081141620874405,"[-8.4197074e-01 -2.1430093e-01  1.2717723e+00  8.0880791e-02
 -5.0460041e-04 -3.5694993e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.57,1,0.6881402730941772,-4.18803071975708,-9.746572494506836,0.051934048533439636,"[ 4.3425858e-01  5.9443271e-01  1.0984763e-02 -6.3033900e-03
  3.6348531e-04  6.0786000e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
