t,sim,$x$,$y$,$z$,V,control_input,state,status
7.57,2,1.7549011707305908,-3.3534963130950928,-7.216784477233887,0.04538469389081001,"[ 9.5349163e-01  5.6042856e-01  1.6146626e+00 -1.0874727e-02
 -1.2098674e-03 -8.7375805e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.57,3,1.4217827320098877,-3.029001235961914,-8.925699234008789,0.0485052615404129,"[ 8.4203392e-01  1.3952128e+00  1.9144741e-01 -4.7229059e-02
  3.2004213e-04  6.1010797e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.58,0,-0.19827900826931,-5.128742218017578,-9.532490730285645,0.05208728462457657,"[-8.3677685e-01 -2.1363086e-01  1.2652440e+00  7.9883523e-02
 -5.0502288e-04 -3.4736830e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.58,1,0.6864081621170044,-4.190252304077148,-9.746888160705566,0.051937829703092575,"[ 4.3309429e-01  5.9276801e-01  1.1039287e-02 -6.3618138e-03
  3.5861449e-04  6.0666315e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.58,2,1.7508506774902344,-3.3568155765533447,-7.223984241485596,0.045398589223623276,"[ 9.5101708e-01  5.5963022e-01  1.6126505e+00 -1.0988330e-02
 -1.1822116e-03 -8.7212920e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.58,3,1.41834557056427,-3.0342869758605957,-8.927533149719238,0.04851449653506279,"[ 8.4004456e-01  1.3899585e+00  1.9167756e-01 -4.7383118e-02
  3.1757122e-04  6.1446778e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.59,0,-0.19694574177265167,-5.1281890869140625,-9.535000801086426,0.052093394100666046,"[-8.3159083e-01 -2.1297310e-01  1.2587637e+00  7.8933924e-02
 -5.0508382e-04 -3.3795735e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.59,1,0.6846805810928345,-4.19246768951416,-9.747203826904297,0.05194159597158432,"[ 4.3194309e-01  5.9108931e-01  1.1106058e-02 -6.4706928e-03
  3.5381989e-04  6.1330497e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.59,2,1.7468100786209106,-3.3601291179656982,-7.231166839599609,0.045412469655275345,"[ 9.4852132e-01  5.5881435e-01  1.6105155e+00 -1.1383710e-02
 -2.0099485e-05 -8.7992489e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.59,3,1.414917230606079,-3.039557933807373,-8.929365158081055,0.048523735255002975,"[ 8.3804584e-01  1.3848819e+00  1.9187561e-01 -4.7465757e-02
  3.1513101e-04  6.1695497e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.6000000000000005,0,-0.19562120735645294,-5.127638339996338,-9.537498474121094,0.05209945887327194,"[-8.2641280e-01 -2.1230544e-01  1.2524135e+00  7.7984229e-02
 -5.0492247e-04 -3.2863516e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.6000000000000005,1,0.6829575300216675,-4.194676876068115,-9.747519493103027,0.05194535478949547,"[ 4.3079424e-01  5.8944744e-01  1.1164800e-02 -6.5458380e-03
  3.4916445e-04  6.1182617e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.6000000000000005,2,1.7427794933319092,-3.363436698913574,-7.238332748413086,0.04542631655931473,"[ 9.4605964e-01  5.5801797e-01  1.6084825e+00 -1.1487561e-02
 -2.1755359e-05 -8.7791316e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.6000000000000005,3,1.4114975929260254,-3.0448145866394043,-8.931195259094238,0.048532966524362564,"[ 8.3604366e-01  1.3799391e+00  1.9207242e-01 -4.7540698e-02
  3.1269097e-04  6.1808884e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.61,0,-0.19430536031723022,-5.127089977264404,-9.539982795715332,0.05210549756884575,"[-8.2124126e-01 -2.1162498e-01  1.2460531e+00  7.7043891e-02
 -5.0437043e-04 -3.1953683e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.61,1,0.6812390089035034,-4.196879863739014,-9.747834205627441,0.051949113607406616,"[ 4.2964140e-01  5.8777505e-01  1.1196676e-02 -6.5091550e-03
  3.4449811e-04  6.1642546e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.61,2,1.7387588024139404,-3.3667385578155518,-7.245481967926025,0.04544014483690262,"[ 9.4359922e-01  5.5721635e-01  1.6063752e+00 -1.1596109e-02
 -2.3372408e-05 -8.7537684e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.61,3,1.4080866575241089,-3.0500566959381104,-8.933023452758789,0.04854219779372215,"[ 8.3402091e-01  1.3751520e+00  1.9224855e-01 -4.7571100e-02
  3.1031345e-04  6.1739925e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.62,0,-0.19299814105033875,-5.1265435218811035,-9.54245376586914,0.052111491560935974,"[-8.1608140e-01 -2.1096691e-01  1.2396400e+00  7.6176785e-02
 -5.0354248e-04 -3.1070021e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.62,1,0.6795249581336975,-4.1990766525268555,-9.748148918151855,0.05195286497473717,"[ 4.2850173e-01  5.8612871e-01  1.1227963e-02 -6.4722579e-03
  3.3998911e-04  6.1918097e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.62,2,1.7347478866577148,-3.3700344562530518,-7.252614498138428,0.04545396566390991,"[ 9.4114351e-01  5.5641282e-01  1.6043353e+00 -1.1684606e-02
 -2.5016545e-05 -8.7344125e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.62,3,1.4046845436096191,-3.0552845001220703,-8.934849739074707,0.04855141416192055,"[ 8.3199912e-01  1.3704863e+00  1.9243832e-01 -4.7623780e-02
  3.0794929e-04  6.1559279e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.63,0,-0.19169948995113373,-5.125999450683594,-9.54491138458252,0.05211745202541351,"[-8.1093735e-01 -2.1029374e-01  1.2332610e+00  7.5306378e-02
 -5.0243799e-04 -3.0204651e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.63,1,0.6778153777122498,-4.201267719268799,-9.74846363067627,0.051956601440906525,"[ 4.2735866e-01  5.8448488e-01  1.1273794e-02 -6.4970441e-03
  3.3558201e-04  6.2021744e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.63,2,1.730746865272522,-3.3733246326446533,-7.259729862213135,0.04546777158975601,"[ 9.3869025e-01  5.5562341e-01  1.6022164e+00 -1.1806286e-02
 -2.6662030e-05 -8.7097585e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.63,3,1.4012911319732666,-3.060497760772705,-8.936674118041992,0.04856061562895775,"[ 8.2996917e-01  1.3659314e+00  1.9260742e-01 -4.7633376e-02
  3.0555695e-04  6.1266232e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.640000000000001,0,-0.1904093623161316,-5.125457763671875,-9.547356605529785,0.05212337151169777,"[-8.0579937e-01 -2.0961124e-01  1.2269883e+00  7.4437089e-02
 -5.0107861e-04 -2.9348138e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.640000000000001,1,0.6761102676391602,-4.2034525871276855,-9.748778343200684,0.05196034908294678,"[ 4.2622018e-01  5.8286130e-01  1.1317317e-02 -6.5130726e-03
  3.3122540e-04  6.1792633e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.640000000000001,2,1.7267556190490723,-3.3766090869903564,-7.266828536987305,0.04548158496618271,"[ 9.3624628e-01  5.5482417e-01  1.6000438e+00 -1.1918287e-02
 -2.8197644e-05 -8.6803019e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.640000000000001,3,1.3979064226150513,-3.0656967163085938,-8.938496589660645,0.04856982082128525,"[ 8.2793701e-01  1.3614724e+00  1.9276273e-01 -4.7614492e-02
  3.0319841e-04  6.0886450e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.65,0,-0.18912769854068756,-5.124917984008789,-9.549788475036621,0.05212925001978874,"[-8.0067986e-01 -2.0894624e-01  1.2206764e+00  7.3628426e-02
 -4.9950060e-04 -2.8516328e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.65,1,0.6744096279144287,-4.205631256103516,-9.749093055725098,0.05196407437324524,"[ 4.2508975e-01  5.8122772e-01  1.1373950e-02 -6.5845121e-03
  3.2701905e-04  6.2093651e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.65,2,1.7227742671966553,-3.379887580871582,-7.2739105224609375,0.04549536854028702,"[ 9.33808029e-01  5.54033279e-01  1.59793639e+00 -1.20250955e-02
 -2.97408405e-05 -8.65685046e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.65,3,1.3945302963256836,-3.0708816051483154,-8.940317153930664,0.04857901111245155,"[ 8.2590008e-01  1.3571130e+00  1.9291911e-01 -4.7596760e-02
  3.0091545e-04  6.0412385e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.66,0,-0.18785443902015686,-5.124380588531494,-9.552207946777344,0.05213509127497673,"[-7.9557610e-01 -2.0827073e-01  1.2144569e+00  7.2816104e-02
 -4.9763947e-04 -2.7695426e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.66,1,0.6727134585380554,-4.207803726196289,-9.749407768249512,0.0519677996635437,"[ 4.2395470e-01  5.7958704e-01  1.1426273e-02 -6.6372589e-03
  3.2285336e-04  6.2417244e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.66,2,1.7188026905059814,-3.383160352706909,-7.280975818634033,0.045509159564971924,"[ 9.3136668e-01  5.5323714e-01  1.5958278e+00 -1.2124077e-02
 -3.1305601e-05 -8.6348981e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.66,3,1.3911628723144531,-3.076052188873291,-8.942134857177734,0.048588186502456665,"[ 8.2385862e-01  1.3528666e+00  1.9302744e-01 -4.7481697e-02
  2.9856936e-04  5.9835590e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.67,0,-0.1865895390510559,-5.123845100402832,-9.554615020751953,0.052140895277261734,"[-7.9048812e-01 -2.0760928e-01  1.2082773e+00  7.2049618e-02
 -4.9559679e-04 -2.6889998e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
7.67,1,0.6710216999053955,-4.209969997406006,-9.749722480773926,0.05197152495384216,"[ 4.2282143e-01  5.7795697e-01  1.1489129e-02 -6.7343740e-03
  3.1879838e-04  6.2548057e-03]","[ 0.05673613 -4.935792   -9.949386    0.          0.          0.
  0.         -0.03067121 -0.03912321 -0.02239275 -0.22377415  0.01955525
  0.80573505  0.          0.          0.          0.          0.
  0.        ]",active
7.67,2,1.7148407697677612,-3.386427402496338,-7.288024425506592,0.04552292451262474,"[ 9.2893559e-01  5.5244142e-01  1.5936584e+00 -1.2229572e-02
 -3.2788048e-05 -8.6075984e-02]","[ 0.04541975 -4.9554625  -9.923169    0.          0.          0.
  0.         -0.02228047 -0.02566776 -0.03955314 -0.46787694  0.01823744
  0.64921886  0.          0.          0.          0.          0.
  0.        ]",active
7.67,3,1.3878040313720703,-3.0812087059020996,-8.943950653076172,0.04859734699130058,"[ 8.2181126e-01  1.3486795e+00  1.9314484e-01 -4.7388840e-02
  2.9626707e-04  5.9205350e-02]","[ 0.04753708 -4.94619    -9.930877    0.          0.          0.
  0.         -0.02381257 -0.03179799 -0.03406648 -0.4531493   0.01840165
  0.68604463  0.          0.          0.          0.          0.
  0.        ]",active
7.68,0,-0.18533293902873993,-5.123311996459961,-9.557008743286133,0.05214666575193405,"[-7.8541422e-01 -2.0693336e-01  1.2020712e+00  7.1284510e-02
 -4.9324939e-04 -2.6106673e-01]","[-0.02247782 -5.0348506  -9.909457    0.          0.          0.
  0.          0.01908754  0.01496254 -0.05036048  0.22215033  0.01916136
 -0.54373103  0.          0.          0.          0.          0.
  0.        ]",active
